Width;Height;ClassId;Path
573;420;0;Train/0/window_tau_ext_17_spec_15983.png
573;420;0;Train/0/window_tau_ext_17_spec_15984.png
573;420;0;Train/0/window_tau_ext_17_spec_15985.png
573;420;0;Train/0/window_tau_ext_17_spec_15986.png
573;420;0;Train/0/window_tau_ext_17_spec_15987.png
573;420;0;Train/0/window_tau_ext_17_spec_15988.png
573;420;0;Train/0/window_tau_ext_17_spec_15989.png
573;420;0;Train/0/window_tau_ext_17_spec_15990.png
573;420;0;Train/0/window_tau_ext_17_spec_15991.png
573;420;0;Train/0/window_tau_ext_17_spec_15992.png
573;420;0;Train/0/window_tau_ext_17_spec_15993.png
573;420;0;Train/0/window_tau_ext_17_spec_15994.png
573;420;0;Train/0/window_tau_ext_17_spec_15995.png
573;420;0;Train/0/window_tau_ext_17_spec_15996.png
573;420;0;Train/0/window_tau_ext_17_spec_15997.png
573;420;0;Train/0/window_tau_ext_17_spec_15998.png
573;420;0;Train/0/window_tau_ext_17_spec_15999.png
573;420;0;Train/0/window_tau_ext_17_spec_21161.png
573;420;0;Train/0/window_tau_ext_17_spec_21162.png
573;420;0;Train/0/window_tau_ext_17_spec_21163.png
573;420;0;Train/0/window_tau_ext_17_spec_21164.png
573;420;0;Train/0/window_tau_ext_17_spec_21165.png
573;420;0;Train/0/window_tau_ext_17_spec_21166.png
573;420;0;Train/0/window_tau_ext_17_spec_21167.png
573;420;0;Train/0/window_tau_ext_17_spec_21168.png
573;420;0;Train/0/window_tau_ext_17_spec_21169.png
573;420;0;Train/0/window_tau_ext_17_spec_21170.png
573;420;0;Train/0/window_tau_ext_17_spec_21171.png
573;420;0;Train/0/window_tau_ext_17_spec_21172.png
573;420;0;Train/0/window_tau_ext_17_spec_21173.png
573;420;0;Train/0/window_tau_ext_17_spec_21174.png
573;420;0;Train/0/window_tau_ext_17_spec_21175.png
573;420;0;Train/0/window_tau_ext_17_spec_21176.png
573;420;0;Train/0/window_tau_ext_17_spec_21177.png
573;420;0;Train/0/window_tau_ext_17_spec_21178.png
573;420;0;Train/0/window_tau_ext_17_spec_21179.png
573;420;0;Train/0/window_tau_ext_17_spec_21180.png
573;420;0;Train/0/window_tau_ext_17_spec_21181.png
573;420;0;Train/0/window_tau_ext_17_spec_21182.png
573;420;0;Train/0/window_tau_ext_17_spec_21183.png
573;420;0;Train/0/window_tau_ext_17_spec_21184.png
573;420;0;Train/0/window_tau_ext_17_spec_21185.png
573;420;0;Train/0/window_tau_ext_17_spec_21186.png
573;420;0;Train/0/window_tau_ext_17_spec_21187.png
573;420;0;Train/0/window_tau_ext_17_spec_21188.png
573;420;0;Train/0/window_tau_ext_17_spec_21189.png
573;420;0;Train/0/window_tau_ext_17_spec_21190.png
573;420;0;Train/0/window_tau_ext_17_spec_21191.png
573;420;0;Train/0/window_tau_ext_17_spec_21192.png
573;420;0;Train/0/window_tau_ext_17_spec_21193.png
573;420;0;Train/0/window_tau_ext_17_spec_21194.png
573;420;0;Train/0/window_tau_ext_17_spec_21195.png
573;420;0;Train/0/window_tau_ext_17_spec_21196.png
573;420;0;Train/0/window_tau_ext_17_spec_21197.png
573;420;0;Train/0/window_tau_ext_17_spec_21198.png
573;420;0;Train/0/window_tau_ext_17_spec_21199.png
573;420;0;Train/0/window_tau_ext_17_spec_21200.png
573;420;0;Train/0/window_tau_ext_17_spec_21201.png
573;420;0;Train/0/window_tau_ext_17_spec_21202.png
573;420;0;Train/0/window_tau_ext_17_spec_21203.png
573;420;0;Train/0/window_tau_ext_17_spec_21204.png
573;420;0;Train/0/window_tau_ext_17_spec_21205.png
573;420;0;Train/0/window_tau_ext_17_spec_21206.png
573;420;0;Train/0/window_tau_ext_17_spec_21207.png
573;420;0;Train/0/window_tau_ext_17_spec_21208.png
573;420;0;Train/0/window_tau_ext_17_spec_21209.png
573;420;0;Train/0/window_tau_ext_17_spec_21210.png
573;420;0;Train/0/window_tau_ext_17_spec_21211.png
573;420;0;Train/0/window_tau_ext_17_spec_21212.png
573;420;0;Train/0/window_tau_ext_17_spec_21213.png
573;420;0;Train/0/window_tau_ext_17_spec_21214.png
573;420;0;Train/0/window_tau_ext_17_spec_21215.png
573;420;0;Train/0/window_tau_ext_17_spec_21216.png
573;420;0;Train/0/window_tau_ext_17_spec_21217.png
573;420;0;Train/0/window_tau_ext_17_spec_21218.png
573;420;0;Train/0/window_tau_ext_17_spec_21219.png
573;420;0;Train/0/window_tau_ext_17_spec_21220.png
573;420;0;Train/0/window_tau_ext_17_spec_21221.png
573;420;0;Train/0/window_tau_ext_17_spec_21222.png
573;420;0;Train/0/window_tau_ext_17_spec_21223.png
573;420;0;Train/0/window_tau_ext_17_spec_21224.png
573;420;0;Train/0/window_tau_ext_17_spec_21225.png
573;420;0;Train/0/window_tau_ext_17_spec_21226.png
573;420;0;Train/0/window_tau_ext_17_spec_21227.png
573;420;0;Train/0/window_tau_ext_17_spec_21228.png
573;420;0;Train/0/window_tau_ext_17_spec_21229.png
573;420;0;Train/0/window_tau_ext_17_spec_21230.png
573;420;0;Train/0/window_tau_ext_17_spec_21231.png
573;420;0;Train/0/window_tau_ext_17_spec_21232.png
573;420;0;Train/0/window_tau_ext_17_spec_21233.png
573;420;0;Train/0/window_tau_ext_17_spec_21234.png
573;420;0;Train/0/window_tau_ext_17_spec_21235.png
573;420;0;Train/0/window_tau_ext_17_spec_21236.png
573;420;0;Train/0/window_tau_ext_17_spec_21237.png
573;420;0;Train/0/window_tau_ext_17_spec_21238.png
573;420;0;Train/0/window_tau_ext_17_spec_21239.png
573;420;0;Train/0/window_tau_ext_17_spec_21240.png
573;420;0;Train/0/window_tau_ext_17_spec_21241.png
573;420;0;Train/0/window_tau_ext_17_spec_21242.png
573;420;0;Train/0/window_tau_ext_17_spec_21243.png
573;420;0;Train/0/window_tau_ext_17_spec_21244.png
573;420;0;Train/0/window_tau_ext_17_spec_21245.png
573;420;0;Train/0/window_tau_ext_17_spec_21246.png
573;420;0;Train/0/window_tau_ext_17_spec_21247.png
573;420;0;Train/0/window_tau_ext_17_spec_21248.png
573;420;0;Train/0/window_tau_ext_17_spec_21249.png
573;420;0;Train/0/window_tau_ext_17_spec_21250.png
573;420;0;Train/0/window_tau_ext_17_spec_21251.png
573;420;0;Train/0/window_tau_ext_14_spec_11400.png
573;420;0;Train/0/window_tau_ext_14_spec_11401.png
573;420;0;Train/0/window_tau_ext_14_spec_11402.png
573;420;0;Train/0/window_tau_ext_14_spec_11403.png
573;420;0;Train/0/window_tau_ext_14_spec_11404.png
573;420;0;Train/0/window_tau_ext_14_spec_11405.png
573;420;0;Train/0/window_tau_ext_14_spec_11406.png
573;420;0;Train/0/window_tau_ext_14_spec_11407.png
573;420;0;Train/0/window_tau_ext_14_spec_11408.png
573;420;0;Train/0/window_tau_ext_14_spec_11409.png
573;420;0;Train/0/window_tau_ext_14_spec_11410.png
573;420;0;Train/0/window_tau_ext_14_spec_11411.png
573;420;0;Train/0/window_tau_ext_14_spec_11412.png
573;420;0;Train/0/window_tau_ext_14_spec_11413.png
573;420;0;Train/0/window_tau_ext_14_spec_11414.png
573;420;0;Train/0/window_tau_ext_14_spec_11415.png
573;420;0;Train/0/window_tau_ext_14_spec_11416.png
573;420;0;Train/0/window_tau_ext_14_spec_11417.png
573;420;0;Train/0/window_tau_ext_14_spec_11418.png
573;420;0;Train/0/window_tau_ext_14_spec_11419.png
573;420;0;Train/0/window_tau_ext_14_spec_11420.png
573;420;0;Train/0/window_tau_ext_16_spec_20900.png
573;420;0;Train/0/window_tau_ext_16_spec_20901.png
573;420;0;Train/0/window_tau_ext_16_spec_20902.png
573;420;0;Train/0/window_tau_ext_16_spec_20903.png
573;420;0;Train/0/window_tau_ext_16_spec_20904.png
573;420;0;Train/0/window_tau_ext_16_spec_20905.png
573;420;0;Train/0/window_tau_ext_16_spec_20906.png
573;420;0;Train/0/window_tau_ext_16_spec_20907.png
573;420;0;Train/0/window_tau_ext_16_spec_20908.png
573;420;0;Train/0/window_tau_ext_16_spec_20909.png
573;420;0;Train/0/window_tau_ext_16_spec_20910.png
573;420;0;Train/0/window_tau_ext_16_spec_20911.png
573;420;0;Train/0/window_tau_ext_16_spec_20912.png
573;420;0;Train/0/window_tau_ext_16_spec_20913.png
573;420;0;Train/0/window_tau_ext_16_spec_20914.png
573;420;0;Train/0/window_tau_ext_16_spec_20915.png
573;420;0;Train/0/window_tau_ext_16_spec_20916.png
573;420;0;Train/0/window_tau_ext_16_spec_20917.png
573;420;0;Train/0/window_tau_ext_16_spec_20918.png
573;420;0;Train/0/window_tau_ext_16_spec_20919.png
573;420;0;Train/0/window_tau_ext_16_spec_20920.png
573;420;0;Train/0/window_tau_ext_16_spec_20921.png
573;420;0;Train/0/window_tau_ext_16_spec_20922.png
573;420;0;Train/0/window_tau_ext_16_spec_20923.png
573;420;0;Train/0/window_tau_ext_16_spec_20924.png
573;420;0;Train/0/window_tau_ext_16_spec_20925.png
573;420;0;Train/0/window_tau_ext_16_spec_20926.png
573;420;0;Train/0/window_tau_ext_16_spec_20927.png
573;420;0;Train/0/window_tau_ext_16_spec_20928.png
573;420;0;Train/0/window_tau_ext_16_spec_20929.png
573;420;0;Train/0/window_tau_ext_16_spec_20930.png
573;420;0;Train/0/window_tau_ext_16_spec_20931.png
573;420;0;Train/0/window_tau_ext_16_spec_20932.png
573;420;0;Train/0/window_tau_ext_16_spec_20933.png
573;420;0;Train/0/window_tau_ext_16_spec_20934.png
573;420;0;Train/0/window_tau_ext_16_spec_20935.png
573;420;0;Train/0/window_tau_ext_16_spec_20936.png
573;420;0;Train/0/window_tau_ext_16_spec_20937.png
573;420;0;Train/0/window_tau_ext_16_spec_20938.png
573;420;0;Train/0/window_tau_ext_16_spec_20939.png
573;420;0;Train/0/window_tau_ext_16_spec_20940.png
573;420;0;Train/0/window_tau_ext_16_spec_20941.png
573;420;0;Train/0/window_tau_ext_16_spec_20942.png
573;420;0;Train/0/window_tau_ext_16_spec_20943.png
573;420;0;Train/0/window_tau_ext_16_spec_20944.png
573;420;0;Train/0/window_tau_ext_16_spec_20945.png
573;420;0;Train/0/window_tau_ext_16_spec_20946.png
573;420;0;Train/0/window_tau_ext_16_spec_20947.png
573;420;0;Train/0/window_tau_ext_16_spec_20948.png
573;420;0;Train/0/window_tau_ext_16_spec_20949.png
573;420;0;Train/0/window_tau_ext_16_spec_20950.png
573;420;0;Train/0/window_tau_ext_16_spec_20951.png
573;420;0;Train/0/window_tau_ext_16_spec_20952.png
573;420;0;Train/0/window_tau_ext_16_spec_20953.png
573;420;0;Train/0/window_tau_ext_16_spec_20954.png
573;420;0;Train/0/window_tau_ext_16_spec_20955.png
573;420;0;Train/0/window_tau_ext_16_spec_20956.png
573;420;0;Train/0/window_tau_ext_16_spec_20957.png
573;420;0;Train/0/window_tau_ext_16_spec_20958.png
573;420;0;Train/0/window_tau_ext_16_spec_20959.png
573;420;0;Train/0/window_tau_ext_16_spec_20960.png
573;420;0;Train/0/window_tau_ext_16_spec_20961.png
573;420;0;Train/0/window_tau_ext_16_spec_20962.png
573;420;0;Train/0/window_tau_ext_16_spec_20963.png
573;420;0;Train/0/window_tau_ext_16_spec_20964.png
573;420;0;Train/0/window_tau_ext_16_spec_20965.png
573;420;0;Train/0/window_tau_ext_16_spec_20966.png
573;420;0;Train/0/window_tau_ext_16_spec_20967.png
573;420;0;Train/0/window_tau_ext_16_spec_20968.png
573;420;0;Train/0/window_tau_ext_16_spec_20969.png
573;420;0;Train/0/window_tau_ext_16_spec_20970.png
573;420;0;Train/0/window_tau_ext_16_spec_20971.png
573;420;0;Train/0/window_tau_ext_16_spec_20972.png
573;420;0;Train/0/window_tau_ext_16_spec_20973.png
573;420;0;Train/0/window_tau_ext_16_spec_20974.png
573;420;0;Train/0/window_tau_ext_16_spec_20975.png
573;420;0;Train/0/window_tau_ext_16_spec_20976.png
573;420;0;Train/0/window_tau_ext_16_spec_20977.png
573;420;0;Train/0/window_tau_ext_16_spec_20978.png
573;420;0;Train/0/window_tau_ext_16_spec_20979.png
573;420;0;Train/0/window_tau_ext_16_spec_20980.png
573;420;0;Train/0/window_tau_ext_16_spec_20981.png
573;420;0;Train/0/window_tau_ext_16_spec_20982.png
573;420;0;Train/0/window_tau_ext_16_spec_20983.png
573;420;0;Train/0/window_tau_ext_16_spec_20984.png
573;420;0;Train/0/window_tau_ext_16_spec_20985.png
573;420;0;Train/0/window_tau_ext_16_spec_20986.png
573;420;0;Train/0/window_tau_ext_16_spec_20987.png
573;420;0;Train/0/window_tau_ext_16_spec_20988.png
573;420;0;Train/0/window_tau_ext_16_spec_20989.png
573;420;0;Train/0/window_tau_ext_16_spec_20990.png
573;420;0;Train/0/window_tau_ext_16_spec_20991.png
573;420;0;Train/0/window_tau_ext_16_spec_20992.png
573;420;0;Train/0/window_tau_ext_16_spec_20993.png
573;420;0;Train/0/window_tau_ext_16_spec_20994.png
573;420;0;Train/0/window_tau_ext_16_spec_20995.png
573;420;0;Train/0/window_tau_ext_16_spec_20996.png
573;420;0;Train/0/window_tau_ext_16_spec_20997.png
573;420;0;Train/0/window_tau_ext_16_spec_20998.png
573;420;0;Train/0/window_tau_ext_16_spec_20999.png
573;420;0;Train/0/window_tau_ext_16_spec_21000.png
573;420;0;Train/0/window_tau_ext_16_spec_21001.png
573;420;0;Train/0/window_tau_ext_16_spec_21002.png
573;420;0;Train/0/window_tau_ext_16_spec_21003.png
573;420;0;Train/0/window_tau_ext_16_spec_21004.png
573;420;0;Train/0/window_tau_ext_16_spec_21005.png
573;420;0;Train/0/window_tau_ext_16_spec_21006.png
573;420;0;Train/0/window_tau_ext_16_spec_21007.png
573;420;0;Train/0/window_tau_ext_16_spec_21008.png
573;420;0;Train/0/window_tau_ext_16_spec_21009.png
573;420;0;Train/0/window_tau_ext_16_spec_21010.png
573;420;0;Train/0/window_tau_ext_16_spec_21011.png
573;420;0;Train/0/window_tau_ext_16_spec_21012.png
573;420;0;Train/0/window_tau_ext_16_spec_21013.png
573;420;0;Train/0/window_tau_ext_16_spec_21014.png
573;420;0;Train/0/window_tau_ext_16_spec_21015.png
573;420;0;Train/0/window_tau_ext_16_spec_21016.png
573;420;0;Train/0/window_tau_ext_16_spec_21017.png
573;420;0;Train/0/window_tau_ext_16_spec_21018.png
573;420;0;Train/0/window_tau_ext_16_spec_21019.png
573;420;0;Train/0/window_tau_ext_16_spec_21020.png
573;420;0;Train/0/window_tau_ext_16_spec_21021.png
573;420;0;Train/0/window_tau_ext_16_spec_21022.png
573;420;0;Train/0/window_tau_ext_16_spec_21023.png
573;420;0;Train/0/window_tau_ext_16_spec_21024.png
573;420;0;Train/0/window_tau_ext_16_spec_21025.png
573;420;0;Train/0/window_tau_ext_16_spec_21026.png
573;420;0;Train/0/window_tau_ext_16_spec_21027.png
573;420;0;Train/0/window_tau_ext_16_spec_21028.png
573;420;0;Train/0/window_tau_ext_16_spec_21029.png
573;420;0;Train/0/window_tau_ext_16_spec_21030.png
573;420;0;Train/0/window_tau_ext_16_spec_21031.png
573;420;0;Train/0/window_tau_ext_16_spec_21032.png
573;420;0;Train/0/window_tau_ext_16_spec_21033.png
573;420;0;Train/0/window_tau_ext_16_spec_21034.png
573;420;0;Train/0/window_tau_ext_16_spec_21035.png
573;420;0;Train/0/window_tau_ext_16_spec_21036.png
573;420;0;Train/0/window_tau_ext_16_spec_21037.png
573;420;0;Train/0/window_tau_ext_16_spec_21038.png
573;420;0;Train/0/window_tau_ext_16_spec_21039.png
573;420;0;Train/0/window_tau_ext_16_spec_21040.png
573;420;0;Train/0/window_tau_ext_16_spec_21041.png
573;420;0;Train/0/window_tau_ext_16_spec_21042.png
573;420;0;Train/0/window_tau_ext_16_spec_21043.png
573;420;0;Train/0/window_tau_ext_16_spec_21044.png
573;420;0;Train/0/window_tau_ext_16_spec_21045.png
573;420;0;Train/0/window_tau_ext_16_spec_21046.png
573;420;0;Train/0/window_tau_ext_16_spec_21047.png
573;420;0;Train/0/window_tau_ext_16_spec_21048.png
573;420;0;Train/0/window_tau_ext_16_spec_21049.png
573;420;0;Train/0/window_tau_ext_16_spec_21050.png
573;420;0;Train/0/window_tau_ext_16_spec_21051.png
573;420;0;Train/0/window_tau_ext_16_spec_21052.png
573;420;0;Train/0/window_tau_ext_16_spec_21053.png
573;420;0;Train/0/window_tau_ext_16_spec_21054.png
573;420;0;Train/0/window_tau_ext_16_spec_21055.png
573;420;0;Train/0/window_tau_ext_16_spec_21056.png
573;420;0;Train/0/window_tau_ext_16_spec_21057.png
573;420;0;Train/0/window_tau_ext_16_spec_21058.png
573;420;0;Train/0/window_tau_ext_16_spec_21059.png
573;420;0;Train/0/window_tau_ext_16_spec_21060.png
573;420;0;Train/0/window_tau_ext_16_spec_21061.png
573;420;0;Train/0/window_tau_ext_16_spec_21062.png
573;420;0;Train/0/window_tau_ext_16_spec_21063.png
573;420;0;Train/0/window_tau_ext_16_spec_21064.png
573;420;0;Train/0/window_tau_ext_16_spec_21065.png
573;420;0;Train/0/window_tau_ext_16_spec_21066.png
573;420;0;Train/0/window_tau_ext_16_spec_21067.png
573;420;0;Train/0/window_tau_ext_16_spec_21068.png
573;420;0;Train/0/window_tau_ext_16_spec_21069.png
573;420;0;Train/0/window_tau_ext_16_spec_21070.png
573;420;0;Train/0/window_tau_ext_16_spec_21071.png
573;420;0;Train/0/window_tau_ext_16_spec_21072.png
573;420;0;Train/0/window_tau_ext_16_spec_21073.png
573;420;0;Train/0/window_tau_ext_16_spec_21074.png
573;420;0;Train/0/window_tau_ext_16_spec_21075.png
573;420;0;Train/0/window_tau_ext_16_spec_21076.png
573;420;0;Train/0/window_tau_ext_16_spec_21077.png
573;420;0;Train/0/window_tau_ext_16_spec_21078.png
573;420;0;Train/0/window_tau_ext_16_spec_21079.png
573;420;0;Train/0/window_tau_ext_16_spec_21080.png
573;420;0;Train/0/window_tau_ext_16_spec_21081.png
573;420;0;Train/0/window_tau_ext_16_spec_21082.png
573;420;0;Train/0/window_tau_ext_16_spec_21083.png
573;420;0;Train/0/window_tau_ext_16_spec_21084.png
573;420;0;Train/0/window_tau_ext_16_spec_21085.png
573;420;0;Train/0/window_tau_ext_16_spec_21086.png
573;420;0;Train/0/window_tau_ext_16_spec_21087.png
573;420;0;Train/0/window_tau_ext_16_spec_21088.png
573;420;0;Train/0/window_tau_ext_16_spec_21089.png
573;420;0;Train/0/window_tau_ext_16_spec_21090.png
573;420;0;Train/0/window_tau_ext_16_spec_21091.png
573;420;0;Train/0/window_tau_ext_16_spec_21092.png
573;420;0;Train/0/window_tau_ext_16_spec_21093.png
573;420;0;Train/0/window_tau_ext_16_spec_21094.png
573;420;0;Train/0/window_tau_ext_16_spec_21095.png
573;420;0;Train/0/window_tau_ext_16_spec_21096.png
573;420;0;Train/0/window_tau_ext_16_spec_21097.png
573;420;0;Train/0/window_tau_ext_16_spec_21098.png
573;420;0;Train/0/window_tau_ext_16_spec_21099.png
573;420;0;Train/0/window_tau_ext_16_spec_21100.png
573;420;0;Train/0/window_tau_ext_12_spec_4500.png
573;420;0;Train/0/window_tau_ext_12_spec_4501.png
573;420;0;Train/0/window_tau_ext_12_spec_4502.png
573;420;0;Train/0/window_tau_ext_12_spec_4503.png
573;420;0;Train/0/window_tau_ext_12_spec_4504.png
573;420;0;Train/0/window_tau_ext_12_spec_4505.png
573;420;0;Train/0/window_tau_ext_12_spec_4506.png
573;420;0;Train/0/window_tau_ext_12_spec_4507.png
573;420;0;Train/0/window_tau_ext_12_spec_4508.png
573;420;0;Train/0/window_tau_ext_12_spec_4509.png
573;420;0;Train/0/window_tau_ext_12_spec_4510.png
573;420;0;Train/0/window_tau_ext_12_spec_4511.png
573;420;0;Train/0/window_tau_ext_12_spec_4512.png
573;420;0;Train/0/window_tau_ext_12_spec_4513.png
573;420;0;Train/0/window_tau_ext_12_spec_4514.png
573;420;0;Train/0/window_tau_ext_12_spec_4515.png
573;420;0;Train/0/window_tau_ext_12_spec_4516.png
573;420;0;Train/0/window_tau_ext_12_spec_4517.png
573;420;0;Train/0/window_tau_ext_12_spec_4518.png
573;420;0;Train/0/window_tau_ext_12_spec_4519.png
573;420;0;Train/0/window_tau_ext_12_spec_4520.png
573;420;0;Train/0/window_tau_ext_12_spec_4521.png
573;420;0;Train/0/window_tau_ext_12_spec_4522.png
573;420;0;Train/0/window_tau_ext_12_spec_4523.png
573;420;0;Train/0/window_tau_ext_12_spec_4524.png
573;420;0;Train/0/window_tau_ext_12_spec_4525.png
573;420;0;Train/0/window_tau_ext_12_spec_4526.png
573;420;0;Train/0/window_tau_ext_12_spec_4527.png
573;420;0;Train/0/window_tau_ext_12_spec_4528.png
573;420;0;Train/0/window_tau_ext_12_spec_4529.png
573;420;0;Train/0/window_tau_ext_12_spec_4530.png
573;420;0;Train/0/window_tau_ext_12_spec_4531.png
573;420;0;Train/0/window_tau_ext_12_spec_4532.png
573;420;0;Train/0/window_tau_ext_12_spec_4533.png
573;420;0;Train/0/window_tau_ext_12_spec_4534.png
573;420;0;Train/0/window_tau_ext_12_spec_4535.png
573;420;0;Train/0/window_tau_ext_12_spec_4536.png
573;420;0;Train/0/window_tau_ext_12_spec_4537.png
573;420;0;Train/0/window_tau_ext_12_spec_4538.png
573;420;0;Train/0/window_tau_ext_12_spec_4539.png
573;420;0;Train/0/window_tau_ext_12_spec_4540.png
573;420;0;Train/0/window_tau_ext_12_spec_4541.png
573;420;0;Train/0/window_tau_ext_12_spec_4542.png
573;420;0;Train/0/window_tau_ext_12_spec_4543.png
573;420;0;Train/0/window_tau_ext_12_spec_4544.png
573;420;0;Train/0/window_tau_ext_12_spec_4545.png
573;420;0;Train/0/window_tau_ext_12_spec_4546.png
573;420;0;Train/0/window_tau_ext_12_spec_4547.png
573;420;0;Train/0/window_tau_ext_12_spec_4548.png
573;420;0;Train/0/window_tau_ext_12_spec_4549.png
573;420;0;Train/0/window_tau_ext_12_spec_4550.png
573;420;0;Train/0/window_tau_ext_12_spec_4551.png
573;420;0;Train/0/window_tau_ext_12_spec_4552.png
573;420;0;Train/0/window_tau_ext_12_spec_4553.png
573;420;0;Train/0/window_tau_ext_12_spec_4554.png
573;420;0;Train/0/window_tau_ext_12_spec_4555.png
573;420;0;Train/0/window_tau_ext_12_spec_4556.png
573;420;0;Train/0/window_tau_ext_12_spec_4557.png
573;420;0;Train/0/window_tau_ext_12_spec_4558.png
573;420;0;Train/0/window_tau_ext_12_spec_4559.png
573;420;0;Train/0/window_tau_ext_12_spec_4560.png
573;420;0;Train/0/window_tau_ext_12_spec_4561.png
573;420;0;Train/0/window_tau_ext_12_spec_4562.png
573;420;0;Train/0/window_tau_ext_12_spec_4563.png
573;420;0;Train/0/window_tau_ext_12_spec_4564.png
573;420;0;Train/0/window_tau_ext_12_spec_4565.png
573;420;0;Train/0/window_tau_ext_12_spec_4566.png
573;420;0;Train/0/window_tau_ext_12_spec_4567.png
